UNIQUE_KEY,PRODUCT_TITLE,STYLE#,CATEGORY_NAME,COLOR_NAME,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZENS_PRICE,CASE_PRICE,CASE_SIZE,INVENTORY_KEY,MILL,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL
14262,Hanes Beefy-T - 100% Cotton T-Shirt.  5180,5180,T-Shirts ;T-Shirts ;T-Shirts ,Teal,S,0.37,5.32,5.32,4.32,72,1426,Hanes,8.64,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5180_Teal_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f4/5180_teal_flat_back.jpg 
14263,Hanes Beefy-T - 100% Cotton T-Shirt.  5180,5180,T-Shirts ;T-Shirts ;T-Shirts ,Teal,M,0.44,5.32,5.32,4.32,72,1426,Hanes,8.64,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5180_Teal_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f4/5180_teal_flat_back.jpg 
14264,Hanes Beefy-T - 100% Cotton T-Shirt.  5180,5180,T-Shirts ;T-Shirts ;T-Shirts ,Teal,L,0.53,5.32,5.32,4.32,72,1426,Hanes,8.64,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5180_Teal_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f4/5180_teal_flat_back.jpg 
14265,Hanes Beefy-T - 100% Cotton T-Shirt.  5180,5180,T-Shirts ;T-Shirts ;T-Shirts ,Teal,XL,0.56,5.32,5.32,4.32,72,1426,Hanes,8.64,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5180_teal_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5180_Teal_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f4/5180_teal_flat_back.jpg 
14292,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,White,S,0.53,7.41,7.41,5.41,36,1429,Hanes,10.82,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_white_flat_back.jpg 
14293,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,White,M,0.59,7.41,7.41,5.41,36,1429,Hanes,10.82,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_white_flat_back.jpg 
14294,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,White,L,0.67,7.41,7.41,5.41,36,1429,Hanes,10.82,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_white_flat_back.jpg 
14295,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,White,XL,0.74,7.41,7.41,5.41,36,1429,Hanes,10.82,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_white_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_white_flat_back.jpg 
14352,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Ash*,S,0.53,8.17,8.17,6.17,36,1435,Hanes,12.34,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_ash_flat_back.jpg 
14353,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Ash*,M,0.59,8.17,8.17,6.17,36,1435,Hanes,12.34,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_ash_flat_back.jpg 
14354,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Ash*,L,0.67,8.17,8.17,6.17,36,1435,Hanes,12.34,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_ash_flat_back.jpg 
14355,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Ash*,XL,0.74,8.17,8.17,6.17,36,1435,Hanes,12.34,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_ash_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/5186_ash_flat_back.jpg 
14382,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Black,S,0.53,8.51,8.51,6.51,36,1438,Hanes,13.02,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5186_black_flat_back.jpg 
14383,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Black,M,0.59,8.51,8.51,6.51,36,1438,Hanes,13.02,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5186_black_flat_back.jpg 
14384,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Black,L,0.67,8.51,8.51,6.51,36,1438,Hanes,13.02,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5186_black_flat_back.jpg 
14385,Hanes Beefy-T -  100% Cotton Long Sleeve T-Shirt.  5186,5186,T-Shirts ;T-Shirts ;T-Shirts ;T-Shirts ,Black,XL,0.74,8.51,8.51,6.51,36,1438,Hanes,13.02,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_front_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f17/5186_black_model_back_102016.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5186_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5186_black_flat_back.jpg 
14512,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,White,S,0.36,5.34,5.34,4.34,72,1451,Hanes,8.68,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Back_2010.jpg 
14513,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,White,M,0.38,5.34,5.34,4.34,72,1451,Hanes,8.68,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Back_2010.jpg 
14514,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,White,L,0.43,5.34,5.34,4.34,72,1451,Hanes,8.68,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Back_2010.jpg 
14515,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,White,XL,0.43,5.34,5.34,4.34,72,1451,Hanes,8.68,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_White_Flat_Back_2010.jpg 
14572,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Ash*,S,0.36,5.93,5.93,4.93,72,1457,Hanes,9.86,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Back_2010.jpg 
14573,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Ash*,M,0.38,5.93,5.93,4.93,72,1457,Hanes,9.86,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Back_2010.jpg 
14574,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Ash*,L,0.43,5.93,5.93,4.93,72,1457,Hanes,9.86,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Back_2010.jpg 
14575,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Ash*,XL,0.43,5.93,5.93,4.93,72,1457,Hanes,9.86,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Ash_Flat_Back_2010.jpg 
14602,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Black,S,0.36,6.49,6.49,5.49,72,1460,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Back_2010.jpg 
14603,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Black,M,0.38,6.49,6.49,5.49,72,1460,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Back_2010.jpg 
14604,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Black,L,0.43,6.49,6.49,5.49,72,1460,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Back_2010.jpg 
14605,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Black,XL,0.43,6.49,6.49,5.49,72,1460,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5190_Black_Flat_Back_2010.jpg 
14642,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Navy,S,0.36,6.49,6.49,5.49,72,1464,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_back.jpg 
14643,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Navy,M,0.38,6.49,6.49,5.49,72,1464,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_back.jpg 
14644,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Navy,L,0.43,6.49,6.49,5.49,72,1464,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_back.jpg 
14645,Hanes Beefy-T - 100% Cotton T-Shirt with Pocket. 5190,5190,T-Shirts ;T-Shirts ;T-Shirts ,Navy,XL,0.43,6.49,6.49,5.49,72,1464,Hanes,10.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5190_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f16/5190_navy_flat_back.jpg 
14842,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,White,S,0.36,2.99,2.99,1.99,72,1484,Hanes,3.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_White_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_White_Flat_Back_2010.jpg 
14843,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,White,M,0.4,2.99,2.99,1.99,72,1484,Hanes,3.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_White_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_White_Flat_Back_2010.jpg 
14844,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,White,L,0.44,2.99,2.99,1.99,72,1484,Hanes,3.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_White_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_White_Flat_Back_2010.jpg 
14845,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,White,XL,0.49,2.99,2.99,1.99,72,1484,Hanes,3.98,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_White_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_White_Flat_Back_2010.jpg 
14882,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Ash,S,0.36,3.5,3.5,2.5,72,1488,Hanes,5,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Ash_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Ash_Flat_Back_2010.jpg 
14883,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Ash,M,0.4,3.5,3.5,2.5,72,1488,Hanes,5,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Ash_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Ash_Flat_Back_2010.jpg 
14884,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Ash,L,0.44,3.5,3.5,2.5,72,1488,Hanes,5,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Ash_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Ash_Flat_Back_2010.jpg 
14885,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Ash,XL,0.49,3.5,3.5,2.5,72,1488,Hanes,5,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Ash_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Ash_Flat_Back_2010.jpg 
14892,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Black,S,0.36,3.81,3.81,2.81,72,1489,Hanes,5.62,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Black_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Black_Flat_Back_2010.jpg 
14893,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Black,M,0.4,3.81,3.81,2.81,72,1489,Hanes,5.62,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Black_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Black_Flat_Back_2010.jpg 
14894,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Black,L,0.44,3.81,3.81,2.81,72,1489,Hanes,5.62,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Black_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Black_Flat_Back_2010.jpg 
14895,Hanes - ComfortSoft 100%  Cotton T-Shirt.  5280,5280,T-Shirts ;T-Shirts ,Black,XL,0.49,3.81,3.81,2.81,72,1489,Hanes,5.62,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5280_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2012/f14/5280_Black_Flat_Front_2012.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5280_Black_Flat_Back_2010.jpg 
15231,Hanes - Youth EcoSmart 50/50 Cotton/Poly T-Shirt.  5370,5370,Youth;T-Shirts ;T-Shirts ,White,XS,0.18,2.89,2.89,1.89,72,1523,Hanes,3.78,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Back_2009.jpg 
15232,Hanes - Youth EcoSmart 50/50 Cotton/Poly T-Shirt.  5370,5370,T-Shirts ;T-Shirts ;Youth,White,S,0.21,2.89,2.89,1.89,72,1523,Hanes,3.78,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Back_2009.jpg 
15233,Hanes - Youth EcoSmart 50/50 Cotton/Poly T-Shirt.  5370,5370,T-Shirts ;Youth;T-Shirts ,White,M,0.25,2.89,2.89,1.89,72,1523,Hanes,3.78,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Back_2009.jpg 
15234,Hanes - Youth EcoSmart 50/50 Cotton/Poly T-Shirt.  5370,5370,T-Shirts ;T-Shirts ;Youth,White,L,0.32,2.89,2.89,1.89,72,1523,Hanes,3.78,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f5/5370_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/5370_White_Flat_Back_2009.jpg 
